exact_date,CO2_concentration,t
1978-06-17,337.9,20.458333333333332
1978-07-17,336.54,20.541666666666668
1978-08-17,334.68,20.625
1978-09-17,332.76,20.708333333333332
1978-10-17,332.55,20.791666666666668
1978-11-17,333.92,20.875
1978-12-17,334.95,20.958333333333332
1979-01-17,336.23,21.041666666666668
1979-02-17,336.76,21.125
1979-03-17,337.96,21.208333333333332
1979-04-17,338.88,21.291666666666668
1979-05-17,339.47,21.375
1979-06-17,339.29,21.458333333333332
1979-07-17,337.73,21.541666666666668
1979-08-17,336.09,21.625
1979-09-17,333.92,21.708333333333332
1979-10-17,333.86,21.791666666666668
1979-11-17,335.29,21.875
1979-12-17,336.73,21.958333333333332
1980-01-17,338.01,22.041666666666668
1980-02-17,338.36,22.125
1980-03-17,340.07,22.208333333333332
1980-04-17,340.76,22.291666666666668
1980-05-17,341.47,22.375
1980-06-17,341.17,22.458333333333332
1980-07-17,339.56,22.541666666666668
1980-08-17,337.6,22.625
1980-09-17,335.88,22.708333333333332
1980-10-17,336.02,22.791666666666668
1980-11-17,337.1,22.875
1980-12-17,338.21,22.958333333333332
1981-01-17,339.24,23.041666666666668
1981-02-17,340.48,23.125
1981-03-17,341.38,23.208333333333332
1981-04-17,342.5,23.291666666666668
1981-05-17,342.91,23.375
1981-06-17,342.25,23.458333333333332
1981-07-17,340.49,23.541666666666668
1981-08-17,338.43,23.625
1981-09-17,336.69,23.708333333333332
1981-10-17,336.86,23.791666666666668
1981-11-17,338.36,23.875
1981-12-17,339.61,23.958333333333332
1982-01-17,340.75,24.041666666666668
1982-02-17,341.61,24.125
1982-03-17,342.7,24.208333333333332
1982-04-17,343.57,24.291666666666668
1982-05-17,344.14,24.375
1982-06-17,343.35,24.458333333333332
1982-07-17,342.06,24.541666666666668
1982-08-17,339.81,24.625
1982-09-17,337.98,24.708333333333332
1982-10-17,337.86,24.791666666666668
1982-11-17,339.26,24.875
1982-12-17,340.49,24.958333333333332
1983-01-17,341.38,25.041666666666668
1983-02-17,342.52,25.125
1983-03-17,343.1,25.208333333333332
1983-04-17,344.94,25.291666666666668
1983-05-17,345.76,25.375
1983-06-17,345.32,25.458333333333332
1983-07-17,343.98,25.541666666666668
1983-08-17,342.38,25.625
1983-09-17,339.87,25.708333333333332
1983-10-17,339.99,25.791666666666668
1983-11-17,341.15,25.875
1983-12-17,342.99,25.958333333333332
1984-01-17,343.7,26.041666666666668
1984-02-17,344.5,26.125
1984-03-17,345.28,26.208333333333332
1984-04-17,347.05,26.291666666666668
1984-05-17,347.43,26.375
1984-06-17,346.8,26.458333333333332
1984-07-17,345.39,26.541666666666668
1984-08-17,343.28,26.625
1984-09-17,341.07,26.708333333333332
1984-10-17,341.35,26.791666666666668
1984-11-17,342.98,26.875
1984-12-17,344.22,26.958333333333332
1985-01-17,344.97,27.041666666666668
1985-02-17,345.99,27.125
1985-03-17,347.42,27.208333333333332
1985-04-17,348.35,27.291666666666668
1985-05-17,348.93,27.375
1985-06-17,348.25,27.458333333333332
1985-07-17,346.56,27.541666666666668
1985-08-17,344.67,27.625
1985-09-17,343.09,27.708333333333332
1985-10-17,342.8,27.791666666666668
1985-11-17,344.24,27.875
1985-12-17,345.56,27.958333333333332
1986-01-17,346.3,28.041666666666668
1986-02-17,346.95,28.125
1986-03-17,347.85,28.208333333333332
1986-04-17,349.55,28.291666666666668
1986-05-17,350.21,28.375
1986-06-17,349.55,28.458333333333332
1986-07-17,347.94,28.541666666666668
1986-08-17,345.9,28.625
1986-09-17,344.85,28.708333333333332
1986-10-17,344.17,28.791666666666668
1986-11-17,345.66,28.875
1986-12-17,346.9,28.958333333333332
1987-01-17,348.02,29.041666666666668
1987-02-17,348.48,29.125
1987-03-17,349.42,29.208333333333332
1987-04-17,350.98,29.291666666666668
1987-05-17,351.85,29.375
1987-06-17,351.26,29.458333333333332
1987-07-17,349.51,29.541666666666668
1987-08-17,348.1,29.625
1987-09-17,346.45,29.708333333333332
1987-10-17,346.36,29.791666666666668
1987-11-17,347.81,29.875
1987-12-17,348.96,29.958333333333332
1988-01-17,350.43,30.041666666666668
1988-02-17,351.73,30.125
1988-03-17,352.22,30.208333333333332
1988-04-17,353.59,30.291666666666668
1988-05-17,354.22,30.375
1988-06-17,353.8,30.458333333333332
1988-07-17,352.38,30.541666666666668
1988-08-17,350.43,30.625
1988-09-17,348.73,30.708333333333332
1988-10-17,348.88,30.791666666666668
1988-11-17,350.07,30.875
1988-12-17,351.34,30.958333333333332
1989-01-17,352.76,31.041666666666668
1989-02-17,353.07,31.125
1989-03-17,353.68,31.208333333333332
1989-04-17,355.42,31.291666666666668
1989-05-17,355.67,31.375
1989-06-17,355.12,31.458333333333332
1989-07-17,353.9,31.541666666666668
1989-08-17,351.67,31.625
1989-09-17,349.81,31.708333333333332
1989-10-17,349.99,31.791666666666668
1989-11-17,351.3,31.875
1989-12-17,352.52,31.958333333333332
1990-01-17,353.66,32.041666666666664
1990-02-17,354.7,32.125
1990-03-17,355.38,32.208333333333336
1990-04-17,356.2,32.291666666666664
1990-05-17,357.16,32.375
1990-06-17,356.23,32.458333333333336
1990-07-17,354.81,32.541666666666664
1990-08-17,352.91,32.625
1990-09-17,350.96,32.708333333333336
1990-10-17,351.18,32.791666666666664
1990-11-17,352.83,32.875
1990-12-17,354.21,32.958333333333336
1991-01-17,354.72,33.041666666666664
1991-02-17,355.75,33.125
1991-03-17,357.16,33.208333333333336
1991-04-17,358.6,33.291666666666664
1991-05-17,359.34,33.375
1991-06-17,358.24,33.458333333333336
1991-07-17,356.17,33.541666666666664
1991-08-17,354.01,33.625
1991-09-17,352.15,33.708333333333336
1991-10-17,352.21,33.791666666666664
1991-11-17,353.75,33.875
1991-12-17,354.99,33.958333333333336
1992-01-17,355.99,34.041666666666664
1992-02-17,356.72,34.125
1992-03-17,357.81,34.208333333333336
1992-04-17,359.15,34.291666666666664
1992-05-17,359.66,34.375
1992-06-17,359.25,34.458333333333336
1992-07-17,357.02,34.541666666666664
1992-08-17,355.0,34.625
1992-09-17,353.01,34.708333333333336
1992-10-17,353.31,34.791666666666664
1992-11-17,354.16,34.875
1992-12-17,355.4,34.958333333333336
1993-01-17,356.7,35.041666666666664
1993-02-17,357.17,35.125
1993-03-17,358.38,35.208333333333336
1993-04-17,359.46,35.291666666666664
1993-05-17,360.28,35.375
1993-06-17,359.6,35.458333333333336
1993-07-17,357.57,35.541666666666664
1993-08-17,355.52,35.625
1993-09-17,353.69,35.708333333333336
1993-10-17,353.99,35.791666666666664
1993-11-17,355.34,35.875
1993-12-17,356.8,35.958333333333336
1994-01-17,358.37,36.041666666666664
1994-02-17,358.91,36.125
1994-03-17,359.97,36.208333333333336
1994-04-17,361.26,36.291666666666664
1994-05-17,361.69,36.375
1994-06-17,360.94,36.458333333333336
1994-07-17,359.55,36.541666666666664
1994-08-17,357.48,36.625
1994-09-17,355.84,36.708333333333336
1994-10-17,356.0,36.791666666666664
1994-11-17,357.58,36.875
1994-12-17,359.04,36.958333333333336
1995-01-17,359.97,37.041666666666664
1995-02-17,361.0,37.125
1995-03-17,361.63,37.208333333333336
1995-04-17,363.45,37.291666666666664
1995-05-17,363.8,37.375
1995-06-17,363.26,37.458333333333336
1995-07-17,361.89,37.541666666666664
1995-08-17,359.45,37.625
1995-09-17,358.05,37.708333333333336
1995-10-17,357.75,37.791666666666664
1995-11-17,359.56,37.875
1995-12-17,360.7,37.958333333333336
1996-01-17,362.05,38.041666666666664
1996-02-17,363.24,38.125
1996-03-17,364.02,38.208333333333336
1996-04-17,364.71,38.291666666666664
1996-05-17,365.42,38.375
1996-06-17,364.97,38.458333333333336
1996-07-17,363.65,38.541666666666664
1996-08-17,361.48,38.625
1996-09-17,359.45,38.708333333333336
1996-10-17,359.61,38.791666666666664
1996-11-17,360.76,38.875
1996-12-17,362.33,38.958333333333336
1997-01-17,363.18,39.041666666666664
1997-02-17,363.99,39.125
1997-03-17,364.56,39.208333333333336
1997-04-17,366.35,39.291666666666664
1997-05-17,366.8,39.375
1997-06-17,365.63,39.458333333333336
1997-07-17,364.47,39.541666666666664
1997-08-17,362.5,39.625
1997-09-17,360.19,39.708333333333336
1997-10-17,360.77,39.791666666666664
1997-11-17,362.43,39.875
1997-12-17,364.28,39.958333333333336
1998-01-17,365.33,40.041666666666664
1998-02-17,366.15,40.125
1998-03-17,367.31,40.208333333333336
1998-04-17,368.61,40.291666666666664
1998-05-17,369.3,40.375
1998-06-17,368.88,40.458333333333336
1998-07-17,367.64,40.541666666666664
1998-08-17,365.78,40.625
1998-09-17,363.9,40.708333333333336
1998-10-17,364.23,40.791666666666664
1998-11-17,365.46,40.875
1998-12-17,366.97,40.958333333333336
1999-01-17,368.15,41.041666666666664
1999-02-17,368.87,41.125
1999-03-17,369.59,41.208333333333336
1999-04-17,371.14,41.291666666666664
1999-05-17,371.0,41.375
1999-06-17,370.35,41.458333333333336
1999-07-17,369.27,41.541666666666664
1999-08-17,366.93,41.625
1999-09-17,364.64,41.708333333333336
1999-10-17,365.13,41.791666666666664
1999-11-17,366.68,41.875
1999-12-17,368.0,41.958333333333336
2000-01-17,369.14,42.041666666666664
2000-02-17,369.46,42.125
2000-03-17,370.51,42.208333333333336
2000-04-17,371.66,42.291666666666664
2000-05-17,371.83,42.375
2000-06-17,371.69,42.458333333333336
2000-07-17,370.12,42.541666666666664
2000-08-17,368.12,42.625
2000-09-17,366.62,42.708333333333336
2000-10-17,366.73,42.791666666666664
2000-11-17,368.29,42.875
2000-12-17,369.53,42.958333333333336
2001-01-17,370.28,43.041666666666664
2001-02-17,371.5,43.125
2001-03-17,372.12,43.208333333333336
2001-04-17,372.86,43.291666666666664
2001-05-17,374.02,43.375
2001-06-17,373.31,43.458333333333336
2001-07-17,371.62,43.541666666666664
2001-08-17,369.55,43.625
2001-09-17,367.96,43.708333333333336
2001-10-17,368.09,43.791666666666664
2001-11-17,369.68,43.875
2001-12-17,371.24,43.958333333333336
2002-01-17,372.44,44.041666666666664
2002-02-17,373.08,44.125
2002-03-17,373.52,44.208333333333336
2002-04-17,374.85,44.291666666666664
2002-05-17,375.55,44.375
2002-06-17,375.4,44.458333333333336
2002-07-17,374.02,44.541666666666664
2002-08-17,371.48,44.625
2002-09-17,370.7,44.708333333333336
2002-10-17,370.25,44.791666666666664
2002-11-17,372.08,44.875
2002-12-17,373.78,44.958333333333336
2003-01-17,374.68,45.041666666666664
2003-02-17,375.62,45.125
2003-03-17,376.11,45.208333333333336
2003-04-17,377.65,45.291666666666664
2003-05-17,378.35,45.375
2003-06-17,378.13,45.458333333333336
2003-07-17,376.6,45.541666666666664
2003-08-17,374.48,45.625
2003-09-17,372.98,45.708333333333336
2003-10-17,373.0,45.791666666666664
2003-11-17,374.35,45.875
2003-12-17,375.69,45.958333333333336
2004-01-17,376.79,46.041666666666664
2004-02-17,377.37,46.125
2004-03-17,378.39,46.208333333333336
2004-04-17,380.5,46.291666666666664
2004-05-17,380.62,46.375
2004-06-17,379.55,46.458333333333336
2004-07-17,377.76,46.541666666666664
2004-08-17,375.83,46.625
2004-09-17,374.05,46.708333333333336
2004-10-17,374.22,46.791666666666664
2004-11-17,375.84,46.875
2004-12-17,377.44,46.958333333333336
2005-01-17,378.34,47.041666666666664
2005-02-17,379.61,47.125
2005-03-17,380.08,47.208333333333336
2005-04-17,382.05,47.291666666666664
2005-05-17,382.24,47.375
2005-06-17,382.08,47.458333333333336
2005-07-17,380.66,47.541666666666664
2005-08-17,378.67,47.625
2005-09-17,376.42,47.708333333333336
2005-10-17,376.8,47.791666666666664
2005-11-17,378.31,47.875
2005-12-17,379.96,47.958333333333336
2006-01-17,381.37,48.041666666666664
2006-02-17,382.02,48.125
2006-03-17,382.56,48.208333333333336
2006-04-17,384.36,48.291666666666664
2006-05-17,384.92,48.375
2006-06-17,384.03,48.458333333333336
2006-07-17,382.28,48.541666666666664
2006-08-17,380.48,48.625
2006-09-17,378.81,48.708333333333336
2006-10-17,379.06,48.791666666666664
2006-11-17,380.14,48.875
2006-12-17,381.66,48.958333333333336
2007-01-17,382.58,49.041666666666664
2007-02-17,383.71,49.125
2007-03-17,384.34,49.208333333333336
2007-04-17,386.23,49.291666666666664
2007-05-17,386.41,49.375
2007-06-17,385.87,49.458333333333336
2007-07-17,384.44,49.541666666666664
2007-08-17,381.84,49.625
2007-09-17,380.86,49.708333333333336
2007-10-17,380.86,49.791666666666664
2007-11-17,382.36,49.875
2007-12-17,383.61,49.958333333333336
2008-01-17,385.07,50.041666666666664
2008-02-17,385.84,50.125
2008-03-17,385.83,50.208333333333336
2008-04-17,386.77,50.291666666666664
2008-05-17,388.51,50.375
2008-06-17,388.05,50.458333333333336
2008-07-17,386.25,50.541666666666664
2008-08-17,384.08,50.625
2008-09-17,383.09,50.708333333333336
2008-10-17,382.78,50.791666666666664
2008-11-17,384.01,50.875
2008-12-17,385.11,50.958333333333336
2009-01-17,386.65,51.041666666666664
2009-02-17,387.12,51.125
2009-03-17,388.52,51.208333333333336
2009-04-17,389.57,51.291666666666664
2009-05-17,390.17,51.375
2009-06-17,389.62,51.458333333333336
2009-07-17,388.07,51.541666666666664
2009-08-17,386.08,51.625
2009-09-17,384.65,51.708333333333336
2009-10-17,384.33,51.791666666666664
2009-11-17,386.05,51.875
2009-12-17,387.49,51.958333333333336
2010-01-17,388.55,52.041666666666664
2010-02-17,390.07,52.125
2010-03-17,391.01,52.208333333333336
2010-04-17,392.38,52.291666666666664
2010-05-17,393.22,52.375
2010-06-17,392.24,52.458333333333336
2010-07-17,390.33,52.541666666666664
2010-08-17,388.52,52.625
2010-09-17,386.84,52.708333333333336
2010-10-17,387.16,52.791666666666664
2010-11-17,388.67,52.875
2010-12-17,389.81,52.958333333333336
2011-01-17,391.3,53.041666666666664
2011-02-17,391.92,53.125
2011-03-17,392.45,53.208333333333336
2011-04-17,393.37,53.291666666666664
2011-05-17,394.28,53.375
2011-06-17,393.69,53.458333333333336
2011-07-17,392.59,53.541666666666664
2011-08-17,390.21,53.625
2011-09-17,389.0,53.708333333333336
2011-10-17,388.93,53.791666666666664
2011-11-17,390.24,53.875
2011-12-17,391.8,53.958333333333336
2012-01-17,393.07,54.041666666666664
2012-02-17,393.35,54.125
2012-03-17,394.36,54.208333333333336
2012-04-17,396.43,54.291666666666664
2012-05-17,396.87,54.375
2012-06-17,395.88,54.458333333333336
2012-07-17,394.52,54.541666666666664
2012-08-17,392.54,54.625
2012-09-17,391.13,54.708333333333336
2012-10-17,391.01,54.791666666666664
2012-11-17,392.95,54.875
2012-12-17,394.33,54.958333333333336
2013-01-17,395.61,55.041666666666664
2013-02-17,396.85,55.125
2013-03-17,397.26,55.208333333333336
2013-04-17,398.35,55.291666666666664
2013-05-17,399.98,55.375
2013-06-17,398.87,55.458333333333336
2013-07-17,397.37,55.541666666666664
2013-08-17,395.41,55.625
2013-09-17,393.39,55.708333333333336
2013-10-17,393.7,55.791666666666664
2013-11-17,395.19,55.875
2013-12-17,396.82,55.958333333333336
2014-01-17,397.92,56.041666666666664
2014-02-17,398.1,56.125
2014-03-17,399.47,56.208333333333336
2014-04-17,401.33,56.291666666666664
2014-05-17,401.88,56.375
2014-06-17,401.31,56.458333333333336
2014-07-17,399.07,56.541666666666664
2014-08-17,397.21,56.625
2014-09-17,395.4,56.708333333333336
2014-10-17,395.65,56.791666666666664
2014-11-17,397.23,56.875
2014-12-17,398.79,56.958333333333336
2015-01-17,399.85,57.041666666666664
2015-02-17,400.31,57.125
2015-03-17,401.51,57.208333333333336
2015-04-17,403.45,57.291666666666664
2015-05-17,404.1,57.375
2015-06-17,402.88,57.458333333333336
2015-07-17,401.61,57.541666666666664
2015-08-17,399.0,57.625
2015-09-17,397.5,57.708333333333336
2015-10-17,398.28,57.791666666666664
2015-11-17,400.24,57.875
2015-12-17,401.89,57.958333333333336
2016-01-17,402.65,58.041666666666664
2016-02-17,404.16,58.125
2016-03-17,404.85,58.208333333333336
2016-04-17,407.57,58.291666666666664
2016-05-17,407.66,58.375
2016-06-17,407.0,58.458333333333336
2016-07-17,404.5,58.541666666666664
2016-08-17,402.24,58.625
2016-09-17,401.01,58.708333333333336
2016-10-17,401.5,58.791666666666664
2016-11-17,403.64,58.875
2016-12-17,404.55,58.958333333333336
2017-01-17,406.07,59.041666666666664
2017-02-17,406.64,59.125
2017-03-17,407.06,59.208333333333336
2017-04-17,408.95,59.291666666666664
2017-05-17,409.91,59.375
2017-06-17,409.12,59.458333333333336
2017-07-17,407.2,59.541666666666664
2017-08-17,405.24,59.625
2017-09-17,403.27,59.708333333333336
2017-10-17,403.64,59.791666666666664
2017-11-17,405.17,59.875
2017-12-17,406.75,59.958333333333336
2018-01-17,408.05,60.041666666666664
2018-02-17,408.34,60.125
2018-03-17,409.25,60.208333333333336
2018-04-17,410.3,60.291666666666664
2018-05-17,411.3,60.375
2018-06-17,410.88,60.458333333333336
2018-07-17,408.9,60.541666666666664
2018-08-17,407.1,60.625
2018-09-17,405.59,60.708333333333336
2018-10-17,405.99,60.791666666666664
2018-11-17,408.12,60.875
2018-12-17,409.23,60.958333333333336
2019-01-17,410.92,61.041666666666664
2019-02-17,411.66,61.125
2019-03-17,412.0,61.208333333333336
2019-04-17,413.52,61.291666666666664
2019-05-17,414.83,61.375
2019-06-17,413.96,61.458333333333336
2019-07-17,411.85,61.541666666666664
2019-08-17,410.08,61.625
2019-09-17,408.55,61.708333333333336
